0,0,1,1,1,1
0,0,1,2,2,1
0,0,1,4,3,1
0,0,1,7,4,1
0,0,1,11,5,1
0,0,1,16,6,1
0,0,1,22,7,1
0,0,1,29,8,1
0,0,1,37,9,1
0,0,1,46,10,1
0,0,1,56,11,1
0,0,1,67,12,1
0,0,1,79,13,1
0,0,1,92,14,1
0,0,1,106,15,1
0,0,1,121,16,1
0,0,1,137,17,1
0,0,1,154,18,1
0,0,1,172,19,1
0,0,1,191,20,1
0,0,1,211,21,1
0,0,1,232,22,1
0,0,1,254,23,1
0,0,1,277,24,1
0,0,1,301,25,1
0,0,1,326,26,1
0,0,1,352,27,1
0,0,1,379,28,1
0,0,1,407,29,1
0,0,1,436,30,1
0,0,1,466,31,1
0,0,1,497,32,1
0,0,1,529,33,1
0,0,1,562,34,1
0,0,1,596,35,1
0,0,1,631,36,1
0,0,1,667,37,1
0,0,1,704,38,1
0,0,1,742,39,1
0,0,1,781,40,1
0,0,1,821,41,1
0,0,1,862,42,1
0,0,1,904,43,1
0,0,1,947,44,1
0,0,1,991,45,1
0,0,1,1036,46,1
0,0,1,1082,47,1
0,0,1,1129,48,1
0,0,1,1177,49,1
0,0,1,1226,50,1
0,0,1,1276,51,1
0,0,1,1327,52,1
0,0,1,1379,53,1
0,0,1,1432,54,1
0,0,1,1486,55,1
0,0,1,1541,56,1
0,0,1,1597,57,1
0,0,1,1654,58,1
0,0,1,1712,59,1
0,0,1,1771,60,1
0,0,1,1831,61,1
0,0,1,1892,62,1
0,0,1,1954,63,1
0,0,1,2017,64,1
0,0,1,2081,65,1
0,0,1,2146,66,1
0,0,1,2212,67,1
0,0,1,2279,68,1
0,0,1,2347,69,1
0,0,1,2416,70,1
0,0,1,2486,71,1
0,0,1,2557,72,1
0,0,1,2629,73,1
0,0,1,2702,74,1
0,0,1,2776,75,1
0,0,1,2851,76,1
0,0,1,2927,77,1
0,0,1,3004,78,1
0,0,1,3082,79,1
0,0,1,3161,80,1
0,0,1,3241,81,1
0,0,1,3322,82,1
0,0,1,3404,83,1
0,0,1,3487,84,1
0,0,1,3571,85,1
0,0,1,3656,86,1
0,0,1,3742,87,1
0,0,1,3829,88,1
0,0,1,3917,89,1
0,0,1,4006,90,1
0,0,1,4096,91,1
0,0,1,4187,92,1
0,0,1,4279,93,1
0,0,1,4372,94,1
0,0,1,4466,95,1
0,0,1,4561,96,1
0,0,1,4657,97,1
0,0,1,4754,98,1
0,0,1,4852,99,1
0,0,1,4951,100,1
