0,0,1,3,1,1
0,0,1,6,2,1
0,0,1,9,3,1
0,0,1,12,4,1
0,0,1,15,5,1
0,0,1,18,6,1
0,0,1,21,7,1
0,0,1,24,8,1
0,0,1,27,9,1
0,0,1,30,10,1
0,0,1,33,11,1
0,0,1,36,12,1
0,0,1,39,13,1
0,0,1,42,14,1
0,0,1,45,15,1
0,0,1,48,16,1
0,0,1,51,17,1
0,0,1,54,18,1
0,0,1,57,19,1
0,0,1,60,20,1
0,0,1,63,21,1
0,0,1,66,22,1
0,0,1,69,23,1
0,0,1,72,24,1
0,0,1,75,25,1
0,0,1,78,26,1
0,0,1,81,27,1
0,0,1,84,28,1
0,0,1,87,29,1
0,0,1,90,30,1
0,0,1,93,31,1
0,0,1,96,32,1
0,0,1,99,33,1
0,0,1,102,34,1
0,0,1,105,35,1
0,0,1,108,36,1
0,0,1,111,37,1
0,0,1,114,38,1
0,0,1,117,39,1
0,0,1,120,40,1
0,0,1,123,41,1
0,0,1,126,42,1
0,0,1,129,43,1
0,0,1,132,44,1
0,0,1,135,45,1
0,0,1,138,46,1
0,0,1,141,47,1
0,0,1,144,48,1
0,0,1,147,49,1
0,0,1,150,50,1
0,0,1,153,51,1
0,0,1,156,52,1
0,0,1,159,53,1
0,0,1,162,54,1
0,0,1,165,55,1
0,0,1,168,56,1
0,0,1,171,57,1
0,0,1,174,58,1
0,0,1,177,59,1
0,0,1,180,60,1
0,0,1,183,61,1
0,0,1,186,62,1
0,0,1,189,63,1
0,0,1,192,64,1
0,0,1,195,65,1
0,0,1,198,66,1
0,0,1,201,67,1
